datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),RH,AH,T
03-09-2004 16:00,3.3,1130,275,13.9,1113,406,674,96,1623,1127,17.6,1.1979,38.8
03-09-2004 17:00,4.6,1229,275,21.9,1348,406,565,96,1830,1445,16,1.1138,39.3
03-09-2004 18:00,4.3,1347,275,23.2,1382,406,529,96,1961,1543,23.6,1.4639,37
03-09-2004 19:00,4.9,1424,275,24.5,1417,406,488,96,2092,1674,30.1,1.5095,33.2
03-09-2004 20:00,4,1305,275,16.3,1188,406,546,96,1843,1524,33.1,1.462,31
03-09-2004 21:00,2.6,1180,275,13.1,1088,406,619,96,1662,1339,33.4,1.3562,29.5
03-09-2004 22:00,1.3,1029,275,8.1,904,406,709,96,1460,992,36.7,1.4502,29.1
03-09-2004 23:00,1.5,1080,275,8.1,902,406,702,96,1516,1048,40.7,1.5002,27.8
04-09-2004 00:00,2.2,1197,275,11.4,1029,406,601,96,1628,1362,45.3,1.4999,26
04-09-2004 01:00,1.2,1006,275,6.7,845,406,738,96,1430,978,45.4,1.487,25.8
04-09-2004 02:00,0.9,987,275,6.2,820,406,772,96,1400,935,45.9,1.4684,25.4
04-09-2004 03:00,0.8,958,275,4.5,735,406,816,96,1409,906,46.4,1.464,25.2
04-09-2004 04:00,0.8,962,275,4.7,747,406,813,96,1431,913,52.7,1.4568,23
04-09-2004 05:00,0.8,958,275,4.6,744,406,809,96,1419,903,54.5,1.4337,22.1
04-09-2004 06:00,1,976,275,5.3,780,406,795,96,1467,898,53.6,1.4422,22.5
04-09-2004 07:00,1.7,1088,275,9.1,945,406,636,96,1613,1165,55.4,1.4436,22
04-09-2004 08:00,1.9,1159,275,11,1016,406,595,96,1681,1260,51.6,1.4639,23.4
04-09-2004 09:00,2,1156,275,10.3,988,406,615,96,1634,1250,43,1.4808,26.7
04-09-2004 10:00,2.2,1202,275,11.2,1021,406,649,96,1644,1226,32.9,1.4771,31.3
04-09-2004 11:00,2.3,1226,275,12.9,1080,406,622,96,1697,1188,27.1,1.4837,34.8
04-09-2004 12:00,2.3,1181,275,13.2,1091,406,638,96,1637,1072,21.5,1.4263,38.3
04-09-2004 13:00,1.8,1062,275,9.8,969,406,729,96,1459,782,21.2,1.3107,37.1
04-09-2004 14:00,1.4,1013,275,7.9,897,406,798,96,1351,594,20.3,1.2771,37.3
04-09-2004 15:00,1.6,1029,275,8.3,913,406,787,96,1373,607,19.3,1.2736,38.3
04-09-2004 16:00,2.3,1144,275,11.9,1046,406,682,96,1564,879,17,1.2793,40.7
04-09-2004 17:00,2.4,1159,275,12.3,1059,406,664,96,1580,945,18.5,1.3076,39.5
04-09-2004 18:00,2.1,1113,275,10,978,406,705,96,1538,946,22.6,1.3664,36.6
04-09-2004 19:00,1.8,1100,275,9.1,944,406,730,96,1524,882,28.2,1.3842,32.8
04-09-2004 20:00,1.7,1037,275,7.8,890,406,765,96,1408,735,30.7,1.3338,30.7
04-09-2004 21:00,1.9,1055,275,10.3,988,406,720,96,1490,874,28.7,1.2052,30.1
04-09-2004 22:00,1.6,980,275,8,901,406,812,96,1369,731,25.4,1.044,29.7
04-09-2004 23:00,2.6,1083,275,13.3,1094,406,706,96,1537,926,24.3,0.9889,29.6
05-09-2004 00:00,5.8,1399,275,30.3,1558,406,473,96,2052,1652,29.1,1.0846,28
05-09-2004 01:00,3,1194,275,18.5,1255,406,555,96,1694,1452,33.3,1.1788,27.2
05-09-2004 02:00,1.5,970,275,7.3,870,406,792,96,1376,943,30.9,1.1155,27.5
05-09-2004 03:00,0.9,898,275,4.2,721,406,912,96,1264,594,33.3,1.1762,27.1
05-09-2004 04:00,1.1,929,275,5.1,769,406,879,96,1335,607,35.1,1.1919,26.4
05-09-2004 05:00,0.9,913,275,4.4,734,406,864,96,1338,646,37.6,1.2131,25.6
05-09-2004 06:00,0.7,854,275,2.2,600,406,1102,96,1252,542,38.6,1.2352,25.4
05-09-2004 07:00,0.6,881,275,2.9,647,406,964,96,1250,550,38.2,1.2296,25.5
05-09-2004 08:00,0.7,867,275,2.5,618,406,1042,96,1231,488,34.3,1.2089,27
05-09-2004 09:00,0.8,885,275,2.8,638,406,1059,96,1248,484,29.6,1.2296,29.9
05-09-2004 10:00,0.9,899,275,3,654,406,1037,96,1254,481,26.8,1.2477,31.9
05-09-2004 11:00,1,886,275,2.7,633,406,1071,96,1214,453,23.5,1.1583,33
05-09-2004 12:00,0.9,864,275,3,651,406,1096,96,1193,443,19.3,1.0369,34.5
05-09-2004 13:00,0.7,822,275,2.4,611,406,1191,96,1138,403,19,0.9533,33.2
05-09-2004 14:00,0.6,810,275,2.2,597,406,1255,96,1106,361,20.5,0.9699,32.2
05-09-2004 15:00,0.6,784,275,1.9,576,406,1327,96,1060,342,17.5,0.8467,32.6
05-09-2004 16:00,0.8,823,275,2.7,633,406,1228,96,1103,366,17.5,0.8683,33
05-09-2004 17:00,0.9,863,275,3.4,678,406,1153,96,1139,434,17.5,0.8622,32.9
05-09-2004 18:00,1.1,880,275,4.3,728,406,1046,96,1167,514,18,0.8243,31.6
05-09-2004 19:00,1.7,951,275,7,859,406,897,96,1267,718,20.4,0.8162,29.3
05-09-2004 20:00,1.5,942,275,5.5,786,406,930,96,1245,705,24.4,0.9002,27.8
05-09-2004 21:00,1.6,988,275,7,859,406,845,96,1341,799,26.9,0.9524,27.1
05-09-2004 22:00,1.7,1008,275,6.7,845,406,832,96,1349,856,29.5,0.9959,26.3
05-09-2004 23:00,1.3,965,275,5.1,769,406,878,96,1315,667,32.9,1.0826,25.9
06-09-2004 00:00,1.3,957,275,4.1,717,406,911,96,1322,579,36.9,1.1764,25.3
06-09-2004 01:00,1,921,275,3.2,666,406,954,96,1288,480,40.1,1.2378,24.8
06-09-2004 02:00,0.6,854,275,1.7,562,406,1106,96,1224,400,42.9,1.2906,24.3
06-09-2004 03:00,0.5,826,275,1,504,406,1250,96,1204,385,45.5,1.3404,24
06-09-2004 04:00,0.5,828,275,1,501,406,1281,96,1189,385,47.4,1.3881,23.9
06-09-2004 05:00,0.4,892,275,1.9,580,406,1076,96,1271,516,49.1,1.3991,23.5
06-09-2004 06:00,0.7,954,275,3.1,660,406,938,96,1342,728,49.2,1.4195,23.7
06-09-2004 07:00,1.8,1120,275,7.8,890,406,728,96,1546,1035,49.6,1.4247,23.6
06-09-2004 08:00,1.9,1096,275,8.5,921,406,716,96,1534,988,45.4,1.365,24.3
06-09-2004 09:00,1.7,1058,275,8,898,406,749,96,1470,977,38.3,1.2932,26.3
06-09-2004 10:00,1.3,977,275,5.7,800,406,843,96,1372,778,34.2,1.2464,27.6
06-09-2004 11:00,1.4,977,275,6.6,840,406,827,96,1390,736,29.1,1.1586,29.2
06-09-2004 12:00,1.3,943,275,5.3,777,406,880,96,1333,632,28.6,1.1423,29.2
06-09-2004 13:00,1.4,964,275,6,814,406,850,96,1369,689,28.3,1.1434,29.4
06-09-2004 14:00,1.2,953,275,5.4,781,406,889,96,1356,641,28,1.1558,29.8
06-09-2004 15:00,1.3,967,275,6.1,814,406,854,96,1385,703,26.7,1.1217,30.1
06-09-2004 16:00,1.5,996,275,6.7,843,406,840,96,1394,765,27.2,1.1406,30.1
06-09-2004 17:00,2.3,1091,275,11.7,1039,406,699,96,1586,923,27.5,1.1229,29.6
06-09-2004 18:00,2.6,1114,275,13.5,1101,406,663,96,1632,1057,27.7,1.1278,29.6
06-09-2004 19:00,2.9,1133,275,13.5,1101,406,647,96,1669,1105,30.1,1.1226,28
06-09-2004 20:00,1.8,1031,275,8.5,921,406,731,96,1490,897,33.8,1.1723,26.8
06-09-2004 21:00,1.3,952,275,5.5,787,406,856,96,1342,723,35.8,1.16,25.7
06-09-2004 22:00,1.3,949,275,5.8,804,406,835,96,1365,740,35.2,1.1255,25.4
06-09-2004 23:00,1.2,932,275,4.8,752,406,889,96,1310,687,37.3,1.1614,25
07-09-2004 00:00,1.2,966,275,5.2,774,406,859,96,1352,644,40.5,1.2362,24.6
07-09-2004 01:00,0.8,888,275,3,653,406,973,96,1272,497,43.8,1.3057,24.2
07-09-2004 02:00,0.6,847,275,2.7,634,406,1012,96,1258,525,43.7,1.2876,24
07-09-2004 03:00,0.6,856,275,3.6,687,406,955,96,1260,726,48.3,1.2522,21.9
07-09-2004 04:00,0.6,881,275,4.4,735,406,876,96,1308,783,47.2,1.2593,22.4
07-09-2004 05:00,0.7,882,275,4,711,406,936,96,1310,741,46.5,1.2861,22.9
07-09-2004 06:00,1.3,1016,275,7.7,888,169,776,64,1485,1040,47,1.3122,23.1
07-09-2004 07:00,2.5,1228,275,13.9,1113,231,628,72,1719,1324,46.2,1.3376,23.7
07-09-2004 08:00,3.4,1311,275,22,1350,232,529,73,1957,1486,41.9,1.3688,25.8
07-09-2004 09:00,2.1,1081,275,10.2,983,145,703,64,1546,1079,38.3,1.3669,27.3
07-09-2004 10:00,2.2,1104,275,10.4,993,170,705,74,1539,1081,29.1,1.2885,31
07-09-2004 11:00,1.7,991,275,8,898,214,787,89,1412,806,25.5,1.1638,31.6
07-09-2004 12:00,2.1,1008,275,10.1,980,214,755,89,1465,825,21.2,1.0173,32.5
07-09-2004 13:00,2.2,986,275,10.7,1005,214,752,89,1439,907,20.5,0.9428,31.7
07-09-2004 14:00,1.4,948,275,7.9,893,214,828,89,1374,768,21.5,0.9768,31.5
07-09-2004 15:00,1.4,919,275,7.1,862,214,851,89,1293,697,20.8,0.9562,31.6
07-09-2004 16:00,1.6,958,275,9,940,214,820,89,1380,728,19.4,0.9279,32.4
07-09-2004 17:00,2.3,1037,275,11.2,1021,214,747,89,1451,786,20.3,0.9336,31.7
07-09-2004 18:00,3.3,1120,275,16,1181,214,653,89,1604,1028,21,0.9337,31.1
07-09-2004 19:00,4.1,1205,275,19.9,1294,214,579,89,1744,1317,25.4,0.9933,28.9
07-09-2004 20:00,3.3,1172,275,15.3,1159,214,597,89,1653,1290,30.8,1.1112,27.4
07-09-2004 21:00,2.2,1088,275,11.1,1019,214,668,89,1554,1165,34.1,1.1453,26.3
07-09-2004 22:00,2.2,1055,275,10,979,214,694,89,1517,1086,35.2,1.1288,25.4
07-09-2004 23:00,2.2,1055,275,10,979,214,694,89,1517,1086,35.2,1.1288,25.4
08-09-2004 00:00,2.2,1055,275,10,979,214,694,89,1517,1086,35.2,1.1288,25.4
08-09-2004 01:00,2.2,1055,275,10,979,214,694,89,1517,1086,35.2,1.1288,25.4
08-09-2004 02:00,2.2,1055,275,10,979,214,694,89,1517,1086,35.2,1.1288,25.4
08-09-2004 03:00,2.2,1055,275,10,979,214,694,89,1517,1086,35.2,1.1288,25.4
08-09-2004 04:00,2.2,1055,275,10,979,214,694,89,1517,1086,35.2,1.1288,25.4
08-09-2004 05:00,2.2,1055,275,10,979,214,694,89,1517,1086,35.2,1.1288,25.4
08-09-2004 06:00,2.2,1055,275,10,979,214,694,89,1517,1086,35.2,1.1288,25.4
08-09-2004 07:00,2.2,1055,275,10,979,214,694,89,1517,1086,35.2,1.1288,25.4
08-09-2004 08:00,2.2,1055,275,10,979,214,694,89,1517,1086,35.2,1.1288,25.4
08-09-2004 09:00,2.2,1297,275,34.5,1654,214,848,89,1366,1611,33,0.8987,22.7
08-09-2004 10:00,2.2,1297,275,34.5,1654,214,848,89,1366,1611,33,0.8987,22.7
08-09-2004 11:00,2.2,1297,275,34.5,1654,214,848,89,1366,1611,33,0.8987,22.7
08-09-2004 12:00,2.2,1297,275,34.5,1654,214,848,89,1366,1611,33,0.8987,22.7
08-09-2004 13:00,2.2,1297,275,34.5,1654,214,848,89,1366,1611,33,0.8987,22.7
08-09-2004 14:00,2.2,1297,275,34.5,1654,214,848,89,1366,1611,33,0.8987,22.7
08-09-2004 15:00,2.2,1297,275,34.5,1654,214,848,89,1366,1611,33,0.8987,22.7
08-09-2004 16:00,2.2,1297,275,34.5,1654,214,848,89,1366,1611,33,0.8987,22.7
08-09-2004 17:00,3.4,1297,275,34.5,1654,214,848,89,1366,1611,33,0.8987,22.7
08-09-2004 18:00,4,1325,275,18.9,1266,477,926,188,1441,1543,19.8,0.9484,32.4
08-09-2004 19:00,4.7,1383,275,24.1,1406,502,824,176,1582,1678,22.3,0.9235,29.9
08-09-2004 20:00,3.8,1254,275,18.1,1241,420,873,163,1463,1431,24.8,0.936,28.2
08-09-2004 21:00,2.8,1221,275,15.8,1174,344,874,155,1481,1413,28.9,1.0019,26.8
08-09-2004 22:00,2.6,1226,275,14.6,1138,307,862,146,1481,1419,32.3,1.0131,25.1
08-09-2004 23:00,2,1100,275,10.6,999,251,984,131,1361,1145,30.5,0.9722,25.4
09-09-2004 00:00,1.4,999,275,7.5,879,180,1114,119,1261,960,28.3,0.8775,24.9
09-09-2004 01:00,1.2,980,275,7.4,873,141,1088,98,1258,949,30.5,0.8558,23.2
09-09-2004 02:00,0.6,859,275,3.8,698,105,1254,89,1157,819,33.6,0.8959,22.3
09-09-2004 03:00,0.3,814,275,2.3,606,105,1370,89,1131,745,33,0.9184,23
09-09-2004 04:00,0.2,806,275,2.3,605,74,1366,68,1132,725,35.7,0.8982,21.4
09-09-2004 05:00,0.4,813,275,2.7,631,91,1327,65,1108,710,33.4,0.8545,21.7
09-09-2004 06:00,0.6,889,275,4.9,760,143,1224,81,1213,806,35.5,0.8342,20.3
09-09-2004 07:00,3,1200,275,18.2,1246,553,798,136,1574,1416,37.5,0.8501,19.7
09-09-2004 08:00,3.2,1289,275,21.4,1335,542,724,130,1681,1521,35.6,0.8736,21
09-09-2004 09:00,3.5,1355,275,21.3,1333,590,741,157,1691,1605,28.9,0.9025,25
09-09-2004 10:00,3.1,1277,275,19.9,1292,590,800,171,1626,1481,21.9,0.9708,31
09-09-2004 11:00,2.2,1156,275,14.8,1142,387,907,143,1490,1188,18.5,1.0189,34.9
09-09-2004 12:00,1.7,1054,275,12.6,1071,252,1006,116,1380,940,15,0.9297,37.1
09-09-2004 13:00,2,1096,275,13,1083,310,971,129,1430,986,17.3,0.9542,35
09-09-2004 14:00,2.5,1160,275,16.2,1185,396,873,168,1522,1162,17.5,0.9733,35.1
09-09-2004 15:00,2.4,1148,275,15,1149,329,924,152,1473,1047,16.6,0.9385,35.4
09-09-2004 16:00,2.9,1166,275,16.2,1186,393,878,175,1500,1180,13.8,0.9221,38.4
09-09-2004 17:00,4.2,1315,275,22.7,1370,522,794,212,1689,1399,14.5,0.9277,37.6
09-09-2004 18:00,5.4,1425,275,32.3,1605,631,660,220,1920,2321,16.6,0.9242,35.2
09-09-2004 19:00,4.3,1329,275,22.3,1360,435,704,175,1768,1894,25.5,1.1379,31.2
09-09-2004 20:00,3.6,1299,275,16.6,1197,407,763,165,1688,1606,30.7,1.229,29.3
09-09-2004 21:00,2,1123,275,11,1015,255,845,136,1470,1297,30.1,1.1392,28.3
09-09-2004 22:00,1.5,1089,275,11.3,1024,180,831,111,1452,1182,31.5,1.133,27.4
09-09-2004 23:00,1.5,1081,275,9.3,950,186,876,114,1434,1138,35.7,1.1929,26.2
10-09-2004 00:00,1.2,1031,275,7.3,871,147,950,96,1393,972,38.1,1.2049,25.2
10-09-2004 01:00,1,969,275,5.5,787,101,1035,75,1350,799,39.1,1.1784,24.4
10-09-2004 02:00,0.5,881,275,3.5,680,69,1175,58,1251,630,39.1,1.1289,23.7
10-09-2004 03:00,0.5,869,275,2.8,638,69,1219,58,1213,586,38.5,1.1491,24.2
10-09-2004 04:00,0.4,866,275,2.9,644,49,1162,41,1218,629,38.5,1.1688,24.5
10-09-2004 05:00,0.5,895,275,3.6,689,91,1134,55,1250,709,43.5,1.1624,22.4
10-09-2004 06:00,0.7,933,275,5.5,786,144,1018,73,1306,858,43.8,1.1631,22.3
10-09-2004 07:00,2.4,1209,275,15.5,1163,430,762,108,1606,1300,45.8,1.1515,21.4
10-09-2004 08:00,4.1,1417,275,28.3,1511,606,587,147,1975,1676,41.3,1.1383,22.9
10-09-2004 09:00,3,1227,275,17.8,1233,519,739,150,1594,1384,30.3,1.0378,26.6
10-09-2004 10:00,2,1093,275,12.8,1076,353,871,131,1457,1125,23,0.977,30.3
10-09-2004 11:00,2.5,1135,275,15.7,1170,429,867,144,1523,1189,18.9,0.9234,32.8
10-09-2004 12:00,2.4,1112,275,15.4,1161,345,866,151,1499,1088,17.7,0.9416,34.3
10-09-2004 13:00,2.6,1147,275,15.6,1168,417,858,165,1492,1118,18.9,0.9536,33.3
10-09-2004 14:00,1.9,1086,275,12.6,1070,276,907,135,1423,924,20.1,0.9959,33
10-09-2004 15:00,2.1,1077,275,12.2,1056,280,908,143,1406,935,19.6,1.0029,33.6
10-09-2004 16:00,2.5,1110,275,13.4,1098,365,882,153,1450,1009,18.4,1.0106,34.9
10-09-2004 17:00,2.7,1146,275,14.3,1125,363,846,149,1511,1016,20.3,1.027,33.4
10-09-2004 18:00,3.3,1211,275,16.5,1194,393,797,164,1599,1188,22.7,1.041,31.6
10-09-2004 19:00,3.2,1218,275,17.4,1221,385,755,180,1599,1290,26.9,1.0709,29.2
10-09-2004 20:00,2.6,1136,275,12.9,1082,307,824,159,1478,1130,30.1,1.0991,27.7
10-09-2004 21:00,1.4,1017,275,8.2,908,194,932,119,1354,880,31,1.0991,27.1
10-09-2004 22:00,1.6,1063,275,9.2,946,205,886,127,1391,996,33.4,1.1071,26
10-09-2004 23:00,1.7,1083,275,9.3,951,223,880,131,1393,1054,35.7,1.1222,25.1
11-09-2004 00:00,1.6,1077,275,10.4,994,176,829,101,1429,1081,38.5,1.1525,24.3
11-09-2004 01:00,1.6,968,275,6.2,823,176,952,101,1343,828,40.7,1.1551,23.4
11-09-2004 02:00,1.6,898,275,4.2,720,176,1059,101,1259,661,41.2,1.1561,23.2
11-09-2004 03:00,1.6,859,275,3.1,656,176,1126,101,1213,582,40.5,1.1667,23.6
11-09-2004 04:00,1.6,849,275,2.3,607,176,1189,101,1190,544,40.9,1.1677,23.5
11-09-2004 05:00,1.6,886,275,3.1,658,176,1101,101,1234,647,48.4,1.1557,20.5
11-09-2004 06:00,1.6,932,275,4,708,176,1057,101,1285,720,48.4,1.1663,20.7
11-09-2004 07:00,1.6,1144,275,10.8,1006,176,757,101,1535,1207,50.8,1.1694,19.9
11-09-2004 08:00,1.6,1222,275,13,1083,176,729,101,1624,1273,47.2,1.1825,21.3
11-09-2004 09:00,1.6,1202,275,10.3,989,176,775,101,1506,1303,40.8,1.1993,24
11-09-2004 10:00,1.6,1323,275,16.3,1190,176,698,101,1702,1479,30.3,1.1769,28.7
11-09-2004 11:00,1.6,1219,275,12.7,1074,176,805,101,1532,1191,24.7,1.1477,31.9
11-09-2004 12:00,1.6,1121,275,9.7,965,176,899,101,1386,932,21.9,1.1331,33.8
11-09-2004 13:00,1.6,1096,275,9.1,942,176,893,101,1366,826,22.7,1.1044,32.7
11-09-2004 14:00,1.6,1019,275,7,858,176,989,101,1270,631,21.3,1.0512,33
11-09-2004 15:00,1.6,1045,275,7,857,176,994,101,1308,598,21.2,1.0989,33.9
11-09-2004 16:00,1.6,1147,275,9.5,959,176,872,101,1387,796,20.3,1.1845,35.9
11-09-2004 17:00,1.6,1145,275,9.8,971,176,883,101,1418,759,22.6,1.197,34.2
11-09-2004 18:00,1.6,1202,275,11.7,1040,176,815,101,1506,886,27.3,1.2752,32
11-09-2004 19:00,1.6,1283,275,13.9,1112,176,719,101,1583,1071,32.6,1.3105,29.3
11-09-2004 20:00,1.6,1148,275,8.7,929,176,815,101,1443,826,38,1.347,27.2
11-09-2004 21:00,1.6,1229,275,10.9,1012,176,743,101,1562,1103,41.1,1.3705,26.1
11-09-2004 22:00,1.6,1287,275,12.3,1060,176,716,101,1595,1221,44.6,1.4161,25.3
11-09-2004 23:00,1.6,1285,275,12.4,1062,176,715,101,1583,1449,47.2,1.4424,24.6
12-09-2004 00:00,1.6,1251,275,12.1,1055,176,701,101,1602,1364,48.8,1.4412,24.1
12-09-2004 01:00,1.6,1120,275,8,900,176,811,101,1462,1111,50.4,1.447,23.6
12-09-2004 02:00,1.6,1108,275,8.4,917,176,797,101,1495,1129,55.8,1.4585,22
12-09-2004 03:00,1.6,961,275,4.9,759,176,943,101,1375,799,53.6,1.4379,22.4
12-09-2004 04:00,1.6,950,275,4.2,719,176,982,101,1372,771,55.8,1.4228,21.6
12-09-2004 05:00,1.6,901,275,2.3,608,176,1105,101,1299,646,55.2,1.4184,21.8
12-09-2004 06:00,1.6,903,275,2.5,619,176,1111,101,1315,705,55.4,1.4192,21.7
12-09-2004 07:00,1.6,1024,275,4.9,757,176,923,101,1423,908,59.8,1.435,20.6
12-09-2004 08:00,1.6,1093,275,6.6,837,176,830,101,1480,1047,55.3,1.4495,22.1
12-09-2004 09:00,1.6,1097,275,6.5,833,176,853,101,1470,1015,48.2,1.4883,24.8
12-09-2004 10:00,1.6,1126,275,6.4,830,176,853,101,1528,938,43.4,1.6017,27.9
12-09-2004 11:00,1.6,1139,275,5.6,794,176,908,101,1456,849,38.5,1.6212,30.1
12-09-2004 12:00,1.6,1178,275,6.4,832,176,858,101,1542,844,48.6,1.8253,28.2
12-09-2004 13:00,1.6,1243,275,7.6,883,176,745,101,1660,1036,70.4,2.1766,24.8
12-09-2004 14:00,1.6,1017,275,3.5,680,176,996,101,1421,729,49.4,1.8209,27.8
12-09-2004 15:00,1.6,1048,275,3.3,672,176,1050,101,1438,556,59.9,1.9168,25.4
12-09-2004 16:00,1.6,1254,275,6.6,840,176,787,101,1602,846,66.8,2.231,26.1
12-09-2004 17:00,1.6,1287,275,8.3,911,176,796,101,1664,942,53.2,1.981,28
12-09-2004 18:00,1.6,1215,275,8,900,176,823,101,1604,902,51.4,1.8404,27.4
12-09-2004 19:00,1.6,1363,275,12.6,1071,176,697,101,1763,1178,55.8,1.8149,25.7
12-09-2004 20:00,1.6,1436,275,17.5,1224,176,609,101,1886,1426,60.3,1.8363,24.6
12-09-2004 21:00,1.6,1365,275,14.8,1143,176,655,101,1796,1394,61.6,1.8381,24.2
12-09-2004 22:00,1.6,1506,275,23.3,1385,176,555,101,2260,1935,63.5,1.8495,23.8
12-09-2004 23:00,1.6,1227,275,12.2,1055,176,705,101,1772,1360,64.8,1.802,23
13-09-2004 00:00,1.6,1038,275,7.2,866,176,833,101,1570,1061,63.3,1.7589,23
13-09-2004 01:00,1.6,934,275,4.6,744,176,970,101,1473,870,63.3,1.7355,22.8
13-09-2004 02:00,1.6,900,275,3.8,699,176,1036,101,1452,799,68.6,1.6873,21
13-09-2004 03:00,1.6,870,275,3.7,692,176,1070,101,1443,779,70.7,1.6734,20.4
13-09-2004 04:00,1.6,875,275,4,713,176,1027,101,1436,809,73.4,1.6417,19.4
13-09-2004 05:00,1.6,940,275,5.5,789,176,917,101,1473,914,72,1.6118,19.5
13-09-2004 06:00,1.6,1053,275,8.3,913,176,824,101,1578,1033,70.3,1.5925,19.7
13-09-2004 07:00,1.6,1509,275,28.2,1508,176,533,101,2257,1572,66.7,1.577,20.4
13-09-2004 08:00,1.6,1559,275,32.1,1599,176,498,101,2374,1704,61.8,1.5966,21.8
13-09-2004 09:00,1.6,1313,275,17.7,1231,176,626,101,1889,1455,60.2,1.6652,23
13-09-2004 10:00,3.1,1372,275,18.4,1251,475,609,138,1890,1588,53,1.6963,25.4
13-09-2004 11:00,2.9,1320,275,16.3,1190,395,655,138,1825,1482,41.6,1.7324,30
13-09-2004 12:00,3,1346,275,18.2,1246,353,639,138,1907,1458,34.8,1.6872,32.6
13-09-2004 13:00,3,1307,275,17.9,1236,397,649,137,1869,1356,34.2,1.6145,32.2
13-09-2004 14:00,2.2,1157,275,12.6,1069,274,737,120,1653,1100,33.5,1.569,32.1
13-09-2004 15:00,2,1154,275,11.3,1026,505,773,208,1623,1212,31.8,1.5361,32.6
13-09-2004 16:00,2.3,1172,275,14.9,1145,275,735,128,1676,1049,25.2,1.4111,35.2
13-09-2004 17:00,3.1,1241,275,18.5,1254,360,693,145,1735,1149,24.7,1.3154,34.3
13-09-2004 18:00,3.1,1379,275,25.2,1433,360,605,145,1982,1370,29.9,1.3638,31.5
13-09-2004 19:00,6.2,1570,275,35.9,1684,597,494,168,2289,1716,36.6,1.4452,29
13-09-2004 20:00,4.7,1418,275,26.7,1471,728,542,177,2064,1600,42.2,1.4949,27.1
13-09-2004 21:00,3,1317,275,19.9,1295,891,593,172,1883,1592,46.4,1.5445,26.1
13-09-2004 22:00,2.1,1204,275,14.6,1136,346,648,112,1782,1491,49.4,1.548,25.1
13-09-2004 23:00,1,1014,275,6.9,853,98,843,39,1499,1084,46.4,1.5375,26
14-09-2004 00:00,0.8,956,275,5.6,794,144,896,68,1456,1007,49.2,1.5116,24.7
14-09-2004 01:00,0.7,891,275,3.9,708,110,1005,51,1382,823,49,1.5092,24.8
14-09-2004 02:00,0.7,856,275,3.2,665,110,1061,51,1375,788,52.6,1.5035,23.5
14-09-2004 03:00,0.7,863,275,3.9,703,110,1032,51,1403,791,62.1,1.5044,20.8
14-09-2004 04:00,0.7,911,275,4.6,745,110,922,51,1428,924,65.5,1.5078,19.9
14-09-2004 05:00,0.7,936,275,5,765,110,916,51,1462,941,62.9,1.5088,20.6
14-09-2004 06:00,0.7,1087,275,9.6,964,110,774,51,1633,1103,59.4,1.4918,21.3
14-09-2004 07:00,0.7,1540,275,27.8,1498,110,519,51,2301,1657,58.3,1.5199,22
14-09-2004 08:00,0.7,1513,275,32.1,1601,110,469,51,2382,1743,55.4,1.5559,23.2
14-09-2004 09:00,0.7,1409,275,20.9,1322,110,562,51,2004,1601,50.2,1.713,26.5
14-09-2004 10:00,0.7,1219,275,11.8,1042,110,699,51,1750,1253,45.5,1.7976,29
14-09-2004 11:00,0.7,1286,275,15.8,1172,110,644,51,1870,1295,42,1.7602,30.1
14-09-2004 12:00,0.7,1228,275,15.8,1174,110,668,51,1788,1192,35.9,1.7067,32.3
14-09-2004 13:00,0.7,1140,275,14,1117,110,711,51,1690,1046,33.8,1.69,33.2
14-09-2004 14:00,0.7,1052,275,8.2,906,110,832,51,1516,803,33.6,1.7591,34
14-09-2004 15:00,0.7,1282,275,13.7,1107,110,682,51,1791,1116,45.6,1.8942,29.9
14-09-2004 16:00,0.7,1378,275,19.5,1282,110,576,51,2010,1347,53.7,1.967,27.7
14-09-2004 17:00,0.7,1506,275,26.7,1471,110,518,51,2200,1530,52.7,1.9604,28
14-09-2004 18:00,0.7,1310,275,18.7,1259,110,620,51,1926,1240,48.2,1.8616,28.6
14-09-2004 19:00,0.7,1204,275,13.9,1114,110,686,51,1807,1092,61.6,1.9067,24.8
14-09-2004 20:00,0.7,1071,275,6.7,842,110,873,51,1575,740,77.2,1.8204,20.3
14-09-2004 21:00,0.7,967,275,4.2,719,110,980,51,1490,670,82.5,1.8674,19.7
14-09-2004 22:00,0.7,947,275,3.6,689,110,1009,51,1454,640,78.8,1.8885,20.6
14-09-2004 23:00,0.7,1011,275,4.4,734,110,967,51,1497,918,87.2,1.9195,19.2
15-09-2004 00:00,0.7,971,275,4.2,722,110,949,51,1472,804,81.5,1.936,20.5
15-09-2004 01:00,0.7,886,275,2.6,627,110,1082,51,1405,694,74,1.8683,21.4
15-09-2004 02:00,0.7,908,275,3.1,657,110,1013,51,1460,796,78.2,1.8678,20.5
15-09-2004 03:00,0.7,901,275,3,652,110,1013,51,1468,804,77.8,1.8764,20.7
15-09-2004 04:00,0.7,915,275,3.4,674,110,970,51,1481,829,78,1.8636,20.5
15-09-2004 05:00,0.7,940,275,4,712,110,961,51,1499,848,76.2,1.8272,20.6
15-09-2004 06:00,0.7,1048,275,7.8,891,110,791,51,1654,992,77.4,1.802,20.1
